
k,l,u,v,rho,cluster,frame
68,45,1572.68,921.675,-4.47778,19,12
67,44,1561.06,900.542,-3.5445,19,12
66,44,1538.05,900.763,-4.47778,19,12
67,45,1550.83,920.05,-4.17106,19,12
66,46,1539.34,939.679,-4.47778,19,12
66,45,1528.44,919.349,-3.5445,19,12
65,44,1517.82,899.831,-4.17106,19,12
65,45,1507.22,919.235,-4.47778,19,12
65,46,1518.36,939.024,-4.17106,19,12
65,47,1508.01,958.518,-4.47778,19,12
69,47,1593.81,957.772,-3.5445,19,12
69,48,1605.67,978.804,-4.47778,19,12
68,48,1583.31,977.283,-4.17106,19,12
67,48,1561.1,976.699,-3.5445,19,12
68,49,1573.72,995.726,-4.47778,19,12
67,49,1550.93,994.995,-4.17106,19,12
66,49,1528.83,994.718,-3.5445,19,12
65,50,1518.63,1014.26,-4.17106,19,12
64,50,1496.38,1014.28,-3.5445,19,12
65,51,1507.75,1033.4,-4.47778,19,12
64,52,1496.07,1052.2,-3.5445,19,12
65,52,1518.62,1051.68,-4.17106,19,12
66,51,1528.76,1032.84,-3.5445,19,12
67,51,1550.84,1033.02,-4.17106,19,12
68,51,1573.6,1033.68,-4.47778,19,12
67,50,1561.26,1013.68,-3.5445,19,12
68,50,1583.46,1014.04,-4.17106,19,12
69,50,1605.98,1014.63,-4.47778,19,12
69,49,1593.87,994.688,-3.5445,19,12
70,49,1615.94,995.092,-4.17106,19,12
70,48,1626.28,976.894,-3.5445,19,12
69,51,1593.89,1032.74,-3.5445,19,12
69,52,1605.88,1052.63,-4.47778,19,12
68,52,1583.34,1052.15,-4.17106,19,12
67,52,1561.19,1051.77,-3.5445,19,12
68,53,1573.68,1071.21,-4.47778,19,12
67,53,1550.92,1070.43,-4.17106,19,12
66,52,1539.47,1051.51,-4.47778,19,12
68,54,1584.03,1088.22,-4.17106,19,12
69,54,1607.07,1088.97,-4.47778,19,12
70,53,1615.79,1071.14,-4.17106,19,12
71,53,1636.72,1072.07,-4.47778,19,12
70,54,1626.76,1088.86,-3.5445,19,12
70,51,1615.92,1033.01,-4.17106,19,12
66,50,1539.69,1013.87,-4.47778,19,12
63,65,1460.18,1320.15,-3.57034,28,12
63,66,1471.37,1339.71,-4.50362,28,12
64,65,1482.55,1320.51,-4.1969,28,12
64,64,1492.81,1301.13,-3.57034,28,12
64,63,1482.74,1281.13,-4.1969,28,12
64,62,1492.31,1263.59,-3.57034,28,12
65,65,1503.53,1320.61,-4.50362,28,12
65,64,1514.43,1300.04,-4.1969,28,12
66,65,1525.45,1320.14,-3.57034,28,12
65,66,1515.07,1339.6,-4.1969,28,12
65,67,1503.3,1358.67,-4.50362,28,12
65,68,1514.95,1377.75,-4.1969,28,12
64,68,1492.65,1377.34,-3.57034,28,12
64,67,1482.48,1358.67,-4.1969,28,12
63,67,1460.14,1358.3,-3.57034,28,12
64,66,1492.68,1339.15,-3.57034,28,12
66,67,1525.4,1358.22,-3.57034,28,12
67,67,1547.5,1358.62,-4.1969,28,12
66,68,1535.61,1377.8,-4.50362,28,12
67,68,1558.07,1377.18,-3.57034,28,12
68,68,1580.04,1377.67,-4.1969,28,12
69,67,1590.68,1358.06,-3.57034,28,12
69,66,1601.83,1339.47,-4.50362,28,12
69,65,1590.79,1320.21,-3.57034,28,12
68,66,1580.04,1339.61,-4.1969,28,12
68,67,1569.91,1359.47,-4.50362,28,12
67,66,1558.14,1339.17,-3.57034,28,12
66,66,1535.69,1339.66,-4.50362,28,12
67,65,1547.42,1320.5,-4.1969,28,12
67,64,1558.17,1301.24,-3.57034,28,12
70,65,1612.63,1320.33,-4.1969,28,12
69,69,1590.57,1395.27,-3.57034,28,12
69,70,1600.61,1415.45,-4.50362,28,12
69,71,1590.78,1433.7,-3.57034,28,12
68,70,1580,1414.4,-4.1969,28,12
67,70,1558.07,1413.76,-3.57034,28,12
67,71,1547.59,1433.41,-4.1969,28,12
66,70,1536,1413.62,-4.50362,28,12
66,71,1525.5,1433.3,-3.57034,28,12
65,70,1515.1,1414.43,-4.1969,28,12
66,69,1525.43,1395.35,-3.57034,28,12
67,69,1547.67,1395.43,-4.1969,28,12
68,69,1570.03,1395.55,-4.50362,28,12
67,72,1558.47,1452.71,-3.57034,28,12
68,71,1569.39,1430.61,-4.50362,28,12
68,72,1580.39,1453.17,-4.1969,28,12
66,63,1525.43,1282.7,-3.57034,28,12
46,60,1076.96,1216.13,-3.58935,27,12
47,61,1088.31,1235.49,-4.52262,27,12
46,62,1076.68,1254.65,-3.58935,27,12
47,62,1098.4,1253.23,-4.21591,27,12
48,62,1120.8,1253.75,-4.52262,27,12
48,61,1109.64,1234.91,-3.58935,27,12
47,60,1098.52,1215.62,-4.21591,27,12
48,60,1121.06,1216,-4.52262,27,12
48,59,1109.65,1196.51,-3.58935,27,12
49,59,1131,1196.35,-4.21591,27,12
50,59,1153.4,1196.68,-4.52262,27,12
49,60,1142.27,1215.58,-3.58935,27,12
50,61,1153.18,1235.01,-4.52262,27,12
49,61,1130.89,1234.62,-4.21591,27,12
49,62,1142.28,1253.89,-3.58935,27,12
50,63,1153.38,1272.55,-4.52262,27,12
49,63,1130.86,1272.13,-4.21591,27,12
51,63,1175.07,1272.96,-3.58935,27,12
50,62,1163.47,1253.73,-4.21591,27,12
51,61,1175.12,1234.75,-3.58935,27,12
50,60,1163.55,1215.42,-4.21591,27,12
51,60,1185.78,1215.74,-4.52262,27,12
52,61,1197.53,1235.1,-4.21591,27,12
51,62,1185.68,1253.95,-4.52262,27,12
52,63,1197.49,1273.42,-4.21591,27,12
52,64,1208.48,1291.28,-3.58935,27,12
53,65,1219.09,1310.48,-4.52262,27,12
53,64,1229.72,1290.11,-4.21591,27,12
53,63,1217.73,1273.61,-4.52262,27,12
53,62,1229.57,1254.11,-4.21591,27,12
53,61,1217.8,1234.76,-4.52262,27,12
52,60,1207.95,1215.6,-3.58935,27,12
52,59,1197.51,1196.79,-4.21591,27,12
51,59,1175.13,1196.46,-3.58935,27,12
50,58,1163.41,1178.46,-4.21591,27,12
51,57,1175,1159.24,-3.58935,27,12
51,58,1185.54,1179.63,-4.52262,27,12
52,57,1197.38,1159.96,-4.21591,27,12
52,56,1207.86,1140.32,-3.58935,27,12
53,56,1230.51,1141.45,-4.21591,27,12
53,57,1218.24,1160.38,-4.52262,27,12
52,58,1207.77,1178.45,-3.58935,27,12
51,56,1185.88,1141.43,-4.52262,27,12
51,55,1175.08,1121.09,-3.58935,27,12
52,55,1197.57,1122.05,-4.21591,27,12
50,56,1163.52,1140.39,-4.21591,27,12
50,57,1153.11,1160.52,-4.52262,27,12
49,56,1142.15,1140.08,-3.58935,27,12
49,57,1130.86,1159.42,-4.21591,27,12
48,58,1120.88,1179.73,-4.52262,27,12
48,57,1109.46,1159.23,-3.58935,27,12
47,58,1098.19,1178.68,-4.21591,27,12
47,57,1088.62,1160.27,-4.52262,27,12
47,56,1098.33,1140.22,-4.21591,27,12
48,56,1120.89,1141.3,-4.52262,27,12
48,55,1109.45,1120.73,-3.58935,27,12
47,54,1097.82,1101.15,-4.21591,27,12
48,54,1119.58,1102.29,-4.52262,27,12
49,54,1142.27,1101.66,-3.58935,27,12
50,55,1152.68,1122.38,-4.52262,27,12
50,54,1163.33,1102.49,-4.21591,27,12
49,55,1130.78,1121.29,-4.21591,27,12
47,55,1088.48,1120.38,-4.52262,27,12
49,58,1142.1,1178.3,-3.58935,27,12
51,64,1187.06,1290.22,-4.52262,27,12
50,64,1164.18,1290,-4.21591,27,12
44,76,1029.32,1542.02,-4.24777,36,12
45,76,1052.13,1542.6,-4.55448,36,12
46,75,1061.94,1522.72,-4.24777,36,12
47,75,1084.4,1523.46,-4.55448,36,12
48,75,1106.21,1522.62,-3.62121,36,12
47,76,1094.51,1541.87,-4.24777,36,12
48,77,1106.14,1561.05,-3.62121,36,12
48,78,1116.73,1580.92,-4.55448,36,12
49,77,1127.24,1561.03,-4.24777,36,12
49,76,1139.18,1541.93,-3.62121,36,12
48,76,1116.69,1542.25,-4.55448,36,12
50,77,1149.41,1561.84,-4.55448,36,12
51,77,1171.83,1559.61,-3.62121,36,12
50,78,1159.91,1580.19,-4.24777,36,12
50,79,1149.27,1600.09,-4.55448,36,12
51,79,1171.85,1599.25,-3.62121,36,12
50,80,1159.89,1617.2,-4.24777,36,12
51,81,1171.87,1636.68,-3.62121,36,12
50,82,1159.96,1655.88,-4.24777,36,12
51,83,1172.17,1675.56,-3.62121,36,12
50,84,1160.58,1694.89,-4.24777,36,12
50,83,1150.46,1675.04,-4.55448,36,12
49,83,1127.73,1674.63,-4.24777,36,12
49,84,1139.48,1694.61,-3.62121,36,12
48,82,1117.69,1655.05,-4.55448,36,12
47,82,1094.78,1655,-4.24777,36,12
48,83,1106.51,1674.83,-3.62121,36,12
47,81,1084.31,1636.18,-4.55448,36,12
48,81,1106.15,1636.81,-3.62121,36,12
47,80,1094.57,1617.18,-4.24777,36,12
48,80,1116.96,1617.19,-4.55448,36,12
49,81,1127.29,1636.35,-4.24777,36,12
49,82,1139.18,1655.97,-3.62121,36,12
50,81,1149.36,1636.46,-4.55448,36,12
49,80,1138.6,1616.49,-3.62121,36,12
49,79,1127.2,1599.44,-4.24777,36,12
49,78,1138.99,1580.11,-3.62121,36,12
48,79,1106.04,1599.4,-3.62121,36,12
47,78,1094.43,1580.18,-4.24777,36,12
47,79,1084.02,1600.27,-4.55448,36,12
46,78,1073.18,1580.28,-3.62121,36,12
46,79,1061.68,1599.6,-4.24777,36,12
45,79,1040.37,1599.62,-3.62121,36,12
44,78,1029.09,1580.56,-4.24777,36,12
45,78,1051.8,1581.16,-4.55448,36,12
45,77,1040.39,1561.17,-3.62121,36,12
46,77,1061.8,1561.07,-4.24777,36,12
47,77,1084.23,1561.67,-4.55448,36,12
46,76,1073.3,1541.9,-3.62121,36,12
52,81,1193.23,1637.38,-4.24777,36,12
51,80,1180.69,1617.91,-4.55448,36,12
51,78,1181.18,1580.66,-4.55448,36,12
52,78,1204.21,1579.9,-3.62121,36,12
52,77,1193.47,1561.43,-4.24777,36,12
52,76,1204.64,1541.61,-3.62121,36,12
51,76,1181.88,1542.41,-4.55448,36,12
52,75,1194.1,1523.37,-4.24777,36,12
51,75,1172.13,1522.96,-3.62121,36,12
50,76,1159.99,1542.11,-4.24777,36,12
47,74,1094.43,1504.61,-4.24777,36,12
45,74,1051.63,1504.73,-4.55448,36,12
46,73,1061.33,1485.11,-4.24777,36,12
45,72,1048.8,1465.44,-4.55448,36,12
46,72,1072.92,1465.7,-3.62121,36,12
49,38,1146.28,776.38,-3.55915,18,12
50,38,1167.53,776.581,-4.1857,18,12
51,38,1189.47,776.341,-4.49242,18,12
52,39,1200.87,795.892,-4.1857,18,12
51,40,1189.69,815.196,-4.49242,18,12
50,40,1167.37,814.584,-4.1857,18,12
51,41,1178.62,833.725,-3.55915,18,12
51,42,1189.5,853.351,-4.49242,18,12
52,41,1200.86,834.137,-4.1857,18,12
52,40,1211.33,814.611,-3.55915,18,12
53,41,1221.82,834.272,-4.49242,18,12
53,40,1233.56,815.092,-4.1857,18,12
53,39,1221.66,795.934,-4.49242,18,12
54,39,1244.16,795.745,-3.55915,18,12
55,39,1266.09,796.294,-4.1857,18,12
55,38,1276.96,776.767,-3.55915,18,12
54,40,1254.12,814.974,-4.49242,18,12
55,41,1266.08,834.263,-4.1857,18,12
54,42,1254.2,853.385,-4.49242,18,12
55,42,1276.59,852.639,-3.55915,18,12
56,42,1298.02,853.099,-4.1857,18,12
56,41,1286.2,833.581,-4.49242,18,12
57,41,1308.87,833.22,-3.55915,18,12
56,40,1298.45,814.988,-4.1857,18,12
57,39,1309.45,795.279,-3.55915,18,12
55,40,1276.69,814.694,-3.55915,18,12
56,43,1285.59,870.798,-4.49242,18,12
56,44,1297.91,890.352,-4.1857,18,12
56,45,1286.01,909.739,-4.49242,18,12
55,44,1276.56,889.846,-3.55915,18,12
54,44,1254.39,889.478,-4.49242,18,12
55,45,1266.15,909.148,-4.1857,18,12
55,46,1276.91,928.4,-3.55915,18,12
54,46,1255.12,927.808,-4.49242,18,12
54,47,1244.43,947.217,-3.55915,18,12
53,46,1234.18,927.667,-4.1857,18,12
53,45,1222.54,908.11,-4.49242,18,12
54,45,1244.13,908.889,-3.55915,18,12
53,44,1233.67,890.031,-4.1857,18,12
53,43,1222.09,870.471,-4.49242,18,12
52,44,1211.35,889.889,-3.55915,18,12
52,43,1201.22,871.003,-4.1857,18,12
51,43,1178.77,870.949,-3.55915,18,12
50,42,1167.29,852.848,-4.1857,18,12
52,42,1211.28,852.7,-3.55915,18,12
53,42,1233.5,853.249,-4.1857,18,12
54,41,1243.98,833.641,-3.55915,18,12
54,43,1244.05,870.814,-3.55915,18,12
55,43,1266.27,870.919,-4.1857,18,12
53,38,1233.52,776.911,-4.1857,18,12
49,40,1146.17,814.704,-3.55915,18,12
51,37,1178.49,758.182,-3.55915,18,12
50,36,1166.65,738.582,-4.1857,18,12
51,20,1193.62,414.434,-4.45336,9,12
52,20,1214.58,414.637,-3.52009,9,12
53,21,1225.62,435.075,-4.45336,9,12
53,20,1236.82,415.206,-4.14665,9,12
53,19,1224.44,396.056,-4.45336,9,12
54,19,1247.15,395.891,-3.52009,9,12
54,20,1257.2,416.321,-4.45336,9,12
55,19,1269.22,396.969,-4.14665,9,12
55,20,1279.95,415.215,-3.52009,9,12
56,21,1290.58,435.688,-4.45336,9,12
57,21,1312.6,434.503,-3.52009,9,12
55,21,1269.57,434.766,-4.14665,9,12
54,21,1247.24,433.966,-3.52009,9,12
54,22,1258.3,452.663,-4.45336,9,12
55,23,1269.62,471.412,-4.14665,9,12
54,23,1247.35,471.026,-3.52009,9,12
54,24,1258.12,490.354,-4.45336,9,12
55,25,1269.6,509.451,-4.14665,9,12
54,25,1247.31,508.985,-3.52009,9,12
54,26,1258,528.416,-4.45336,9,12
55,27,1269.49,547.516,-4.14665,9,12
54,27,1247.29,547.014,-3.52009,9,12
53,27,1225.87,546.292,-4.45336,9,12
52,27,1204.54,547.36,-4.14665,9,12
52,26,1214.92,528.293,-3.52009,9,12
53,26,1237.03,528.481,-4.14665,9,12
53,25,1226.1,509.525,-4.45336,9,12
52,24,1214.93,490.146,-3.52009,9,12
53,24,1237.07,490.399,-4.14665,9,12
53,23,1226.07,471.482,-4.45336,9,12
52,22,1215.03,452.101,-3.52009,9,12
53,22,1237.23,452.429,-4.14665,9,12
52,23,1204.89,471.679,-4.14665,9,12
54,28,1258.8,563.514,-4.45336,9,12
55,28,1280.03,564.856,-3.52009,9,12
56,28,1302.17,565.082,-4.14665,9,12
57,29,1313.04,584.288,-3.52009,9,12
58,29,1334.77,584.602,-4.14665,9,12
57,28,1322.65,565.119,-4.45336,9,12
56,29,1291.63,583.375,-4.45336,9,12
56,27,1290.23,547.279,-4.45336,9,12
56,26,1302.02,528.398,-4.14665,9,12
55,26,1279.88,528.009,-3.52009,9,12
57,25,1312.51,509.06,-3.52009,9,12
56,24,1302.12,490.471,-4.14665,9,12
56,23,1290.34,471.467,-4.45336,9,12
57,23,1312.5,471.153,-3.52009,9,12
55,22,1279.92,452.094,-3.52009,9,12
55,24,1279.89,490.028,-3.52009,9,12
54,4,1261.91,91.6037,-4.39533,0,12
55,5,1273.11,111.178,-4.08861,0,12
54,5,1250.87,110.364,-3.46205,0,12
55,4,1283.11,91.51,-3.46205,0,12
56,5,1295.01,110.481,-4.39533,0,12
56,4,1305.43,92.1061,-4.08861,0,12
57,5,1315.81,110.607,-3.46205,0,12
58,5,1337.65,111.071,-4.08861,0,12
57,6,1325.9,129.799,-4.39533,0,12
58,7,1337.71,147.847,-4.08861,0,12
57,7,1315.73,147.49,-3.46205,0,12
56,6,1305.84,127.719,-4.08861,0,12
56,7,1294.21,147.593,-4.39533,0,12
56,8,1305.44,166.67,-4.08861,0,12
55,8,1283.35,166.436,-3.46205,0,12
56,9,1294.13,185.47,-4.39533,0,12
56,10,1305.43,204.584,-4.08861,0,12
55,10,1283.35,204.318,-3.46205,0,12
55,9,1273.32,185.811,-4.08861,0,12
54,8,1262.4,166.657,-4.39533,0,12
55,7,1273.36,147.793,-4.08861,0,12
57,9,1315.76,185.295,-3.46205,0,12
58,9,1337.76,185.604,-4.08861,0,12
57,8,1326.15,166.507,-4.39533,0,12
58,8,1348.12,166.362,-3.46205,0,12
59,8,1369.98,166.807,-4.08861,0,12
59,7,1358.07,147.682,-4.39533,0,12
60,7,1380.47,147.471,-3.46205,0,12
59,9,1358.1,185.538,-4.39533,0,12
59,10,1369.8,204.446,-4.08861,0,12
59,11,1357.81,223.46,-4.39533,0,12
60,11,1380.16,223.294,-3.46205,0,12
59,12,1369.75,240.071,-4.08861,0,12
58,12,1348.49,241.138,-3.46205,0,12
57,12,1327.53,239.994,-4.39533,0,12
57,11,1315.75,223.157,-3.46205,0,12
58,11,1337.68,223.492,-4.08861,0,12
57,10,1326.1,204.462,-4.39533,0,12
58,10,1348.09,204.181,-3.46205,0,12
60,9,1380.28,185.181,-3.46205,0,12
60,80,1402.13,1626.34,-4.53454,37,12
61,81,1413.61,1645.99,-4.22782,37,12
61,80,1423.75,1626.42,-3.60127,37,12
62,81,1434.76,1646.39,-4.53454,37,12
62,80,1446.14,1627.09,-4.22782,37,12
63,81,1456.77,1646.25,-3.60127,37,12
63,82,1467.32,1666.62,-4.53454,37,12
64,81,1479.36,1647.12,-4.22782,37,12
64,82,1489.62,1665.43,-3.60127,37,12
65,82,1512.13,1666.29,-4.22782,37,12
66,83,1522.36,1684.58,-3.60127,37,12
66,84,1532.34,1704.89,-4.53454,37,12
67,85,1544.46,1722.07,-4.22782,37,12
66,85,1522.53,1721.77,-3.60127,37,12
65,85,1500.24,1721.83,-4.53454,37,12
65,86,1512.03,1741.15,-4.22782,37,12
64,86,1489.68,1740.83,-3.60127,37,12
64,87,1479.34,1760.37,-4.22782,37,12
63,86,1467.58,1741.01,-4.53454,37,12
64,85,1479.41,1722.04,-4.22782,37,12
63,85,1456.89,1721.68,-3.60127,37,12
62,86,1446.55,1741.18,-4.22782,37,12
61,86,1424.23,1740.95,-3.60127,37,12
62,87,1435.28,1760.29,-4.53454,37,12
62,88,1446.57,1779.48,-4.22782,37,12
61,88,1424.22,1779.23,-3.60127,37,12
60,88,1402.71,1779.34,-4.53454,37,12
61,87,1414.04,1760.55,-4.22782,37,12
60,87,1391.52,1760.69,-3.60127,37,12
63,87,1456.88,1760.07,-3.60127,37,12
63,88,1467.44,1779.26,-4.53454,37,12
64,89,1479.24,1798.65,-4.22782,37,12
63,89,1456.8,1798.24,-3.60127,37,12
64,88,1489.61,1779.14,-3.60127,37,12
65,88,1512.03,1779.49,-4.22782,37,12
65,89,1500.06,1798.27,-4.53454,37,12
65,90,1512.48,1816.21,-4.22782,37,12
66,91,1523.05,1835.88,-3.60127,37,12
67,91,1545.36,1836.38,-4.22782,37,12
66,90,1533.01,1816.46,-4.53454,37,12
67,90,1555.63,1816.92,-3.60127,37,12
67,89,1544.03,1798.82,-4.22782,37,12
66,88,1531.81,1779.46,-4.53454,37,12
65,91,1501.47,1834.66,-4.53454,37,12
62,85,1435.42,1722.05,-4.53454,37,12
61,84,1423.99,1703.73,-3.60127,37,12
62,84,1446.37,1704.34,-4.22782,37,12
63,83,1456.76,1684.44,-3.60127,37,12
63,84,1467.44,1704.92,-4.53454,37,12
64,83,1479.35,1685.26,-4.22782,37,12
64,84,1489.58,1703.66,-3.60127,37,12
65,84,1511.98,1704.34,-4.22782,37,12
62,82,1446.62,1664.08,-4.22782,37,12
62,83,1435.16,1685.66,-4.53454,37,12
61,82,1424.1,1665.35,-3.60127,37,12
61,83,1413.93,1685.19,-4.22782,37,12
60,82,1403.18,1665.38,-4.53454,37,12
61,85,1414.08,1722.28,-4.22782,37,12
92,80,2148.14,1623.12,-4.07588,30,12
93,80,2170.57,1623.77,-4.3826,30,12
93,79,2158.81,1605.15,-3.44932,30,12
93,78,2169.43,1586.51,-4.3826,30,12
94,78,2191.77,1586.06,-3.44932,30,12
94,79,2180.04,1605.51,-4.07588,30,12
95,79,2201.89,1605.73,-4.3826,30,12
96,79,2224.17,1605.21,-3.44932,30,12
95,80,2212.36,1623.22,-4.07588,30,12
96,81,2223.97,1642.12,-3.44932,30,12
95,82,2212.5,1660.98,-4.07588,30,12
96,83,2223.94,1679.95,-3.44932,30,12
95,84,2212.41,1698.88,-4.07588,30,12
96,84,2234.39,1699.23,-4.3826,30,12
97,83,2244.7,1679.8,-4.07588,30,12
97,82,2256.38,1660.91,-3.44932,30,12
97,81,2244.73,1642.03,-4.07588,30,12
97,80,2256.61,1623.36,-3.44932,30,12
98,81,2265.95,1642.26,-4.3826,30,12
99,81,2288.48,1641.58,-3.44932,30,12
98,82,2276.23,1660.4,-4.07588,30,12
98,83,2265.51,1680.31,-4.3826,30,12
97,84,2256.27,1698.73,-3.44932,30,12
97,85,2244.67,1716.41,-4.07588,30,12
97,86,2256.19,1734.72,-3.44932,30,12
97,87,2245.25,1755,-4.07588,30,12
96,86,2235.35,1735.1,-4.3826,30,12
95,86,2212.88,1734.82,-4.07588,30,12
96,87,2224.41,1754.72,-3.44932,30,12
95,85,2202.68,1715.82,-4.3826,30,12
96,85,2224.07,1716.76,-3.44932,30,12
94,84,2191.38,1699.04,-3.44932,30,12
94,83,2180.17,1679.94,-4.07588,30,12
95,83,2202.29,1680.4,-4.3826,30,12
94,82,2191.45,1661.05,-3.44932,30,12
94,81,2180.22,1642,-4.07588,30,12
95,81,2202.31,1642.55,-4.3826,30,12
94,80,2191.5,1623.21,-3.44932,30,12
93,82,2170.41,1661.51,-4.3826,30,12
93,81,2159.07,1642.21,-3.44932,30,12
93,83,2159.17,1680.31,-3.44932,30,12
98,87,2266.97,1755.01,-4.3826,30,12
98,85,2265.76,1717.14,-4.3826,30,12
98,80,2277,1622.83,-4.07588,30,12
96,82,2234.42,1661.5,-4.3826,30,12
93,60,2172.04,1223.07,-4.39287,21,12
94,61,2182.15,1242.24,-4.08615,21,12
94,62,2193.62,1261.62,-3.45959,21,12
95,63,2205.09,1282.01,-4.39287,21,12
95,62,2215.58,1261.29,-4.08615,21,12
95,61,2204.33,1241.89,-4.39287,21,12
94,60,2193.26,1223.02,-3.45959,21,12
95,60,2214.31,1223.7,-4.08615,21,12
96,61,2225.98,1242.68,-3.45959,21,12
96,62,2236.64,1263.22,-4.39287,21,12
97,61,2246.84,1243.44,-4.08615,21,12
97,62,2258.44,1261.71,-3.45959,21,12
98,63,2268.95,1281.76,-4.39287,21,12
97,63,2246.93,1280.71,-4.08615,21,12
97,64,2258.45,1298.34,-3.45959,21,12
97,65,2247.06,1316.98,-4.08615,21,12
97,66,2258.49,1336.15,-3.45959,21,12
96,66,2236.85,1336.33,-4.39287,21,12
95,66,2214.79,1335.92,-4.08615,21,12
96,67,2225.98,1355.03,-3.45959,21,12
96,68,2237.06,1373.43,-4.39287,21,12
95,68,2214.78,1372.97,-4.08615,21,12
97,69,2247.58,1391.96,-4.08615,21,12
98,69,2269.57,1392.85,-4.39287,21,12
96,65,2225.98,1317.14,-3.45959,21,12
95,64,2214.91,1298.17,-4.08615,21,12
96,63,2226.25,1278.82,-3.45959,21,12
96,64,2236.98,1298.68,-4.39287,21,12
94,64,2193.89,1298.43,-3.45959,21,12
94,63,2182.73,1280.76,-4.08615,21,12
93,62,2173.19,1261.43,-4.39287,21,12
94,66,2193.79,1336.27,-3.45959,21,12
94,67,2182.9,1354.47,-4.08615,21,12
98,67,2268.75,1355.07,-4.39287,21,12
99,67,2290.71,1354.84,-3.45959,21,12
98,66,2279.08,1335.69,-4.08615,21,12
99,65,2290.81,1317.27,-3.45959,21,12
98,65,2268.92,1317.47,-4.39287,21,12
95,48,2217.48,975.062,-4.00819,12,12
96,48,2239.44,975.767,-4.31491,12,12
97,47,2250.47,955.494,-4.00819,12,12
97,46,2260.78,936.099,-3.38163,12,12
98,47,2271.16,957.085,-4.31491,12,12
98,46,2281.49,937.358,-4.00819,12,12
99,47,2293.11,956.194,-3.38163,12,12
98,48,2281.47,974.929,-4.00819,12,12
99,48,2302.93,975.913,-4.31491,12,12
100,47,2314.7,956.734,-4.00819,12,12
100,48,2325.01,974.785,-3.38163,12,12
101,47,2334.06,955.41,-4.31491,12,12
101,46,2346.96,937.723,-4.00819,12,12
100,49,2314.69,992.829,-4.00819,12,12
99,50,2302.8,1011.34,-4.31491,12,12
100,50,2324.83,1011.52,-3.38163,12,12
100,51,2314.21,1028.25,-4.00819,12,12
100,52,2325.37,1049.72,-3.38163,12,12
99,52,2303.41,1049.16,-4.31491,12,12
98,52,2281.72,1048.56,-4.00819,12,12
98,51,2271.68,1029.49,-4.31491,12,12
97,51,2249.52,1029.39,-4.00819,12,12
97,50,2260.72,1011.59,-3.38163,12,12
97,49,2249.6,992.463,-4.00819,12,12
98,49,2271.47,992.624,-4.31491,12,12
99,49,2293.06,992.801,-3.38163,12,12
98,50,2281.6,1011.2,-4.00819,12,12
99,51,2293,1030.22,-3.38163,12,12
97,48,2260.66,974.89,-3.38163,12,12
96,49,2228.75,992.993,-3.38163,12,12
97,45,2249.74,918.721,-4.00819,12,12
97,44,2260.97,899.647,-3.38163,12,12
96,44,2239.1,900.114,-4.31491,12,12
96,45,2228.56,918.715,-3.38163,12,12
96,47,2228.52,956.31,-3.38163,12,12
96,28,2242.72,575.709,-4.29207,3,12
97,29,2252.53,595.245,-3.98535,3,12
98,29,2274.58,595.1,-4.29207,3,12
97,30,2263.64,614.222,-3.3588,3,12
98,31,2274.69,633.316,-4.29207,3,12
98,30,2285.2,613.856,-3.98535,3,12
99,31,2295.52,632.751,-3.3588,3,12
100,31,2317.42,633.367,-3.98535,3,12
100,30,2327.63,614.156,-3.3588,3,12
101,30,2349.5,615.049,-3.98535,3,12
99,30,2306.27,615.098,-4.29207,3,12
99,29,2295.66,595.404,-3.3588,3,12
100,29,2317.56,596.283,-3.98535,3,12
99,28,2305.43,577.888,-4.29207,3,12
98,28,2284.61,576.601,-3.98535,3,12
97,28,2263.37,576.198,-3.3588,3,12
100,32,2327.65,651.585,-3.3588,3,12
101,32,2349.2,652.113,-3.98535,3,12
99,32,2307.37,650.462,-4.29207,3,12
98,32,2284.43,651.448,-3.98535,3,12
99,33,2295.64,669.237,-3.3588,3,12
98,34,2284.45,687.358,-3.98535,3,12
99,35,2295.68,706.438,-3.3588,3,12
100,35,2317.49,706.632,-3.98535,3,12
99,34,2306.22,687.472,-4.29207,3,12
101,35,2337.78,706.671,-4.29207,3,12
101,34,2349.21,688.09,-3.98535,3,12
98,33,2274.78,669.072,-4.29207,3,12
97,33,2252.91,668.993,-3.98535,3,12
97,32,2263.59,651.663,-3.3588,3,12
97,31,2252.73,633.009,-3.98535,3,12
96,30,2243.47,614.54,-4.29207,3,12
105,86,2453.7,1745.72,-4.38124,31,12
106,87,2464.58,1765.33,-4.07452,31,12
106,86,2474.31,1746.03,-3.44797,31,12
107,87,2485.66,1765.95,-4.38124,31,12
107,86,2496.62,1746.71,-4.07452,31,12
107,85,2484.21,1726.97,-4.38124,31,12
108,85,2506.64,1727.27,-3.44797,31,12
108,86,2517.46,1747.21,-4.38124,31,12
109,85,2528.55,1728.29,-4.07452,31,12
109,86,2538.91,1746.29,-3.44797,31,12
110,87,2549.34,1766.09,-4.38124,31,12
110,86,2560.94,1747.2,-4.07452,31,12
111,87,2571.33,1765.27,-3.44797,31,12
110,88,2561.09,1784.64,-4.07452,31,12
109,88,2538.94,1783.92,-3.44797,31,12
110,89,2550.91,1802.53,-4.38124,31,12
109,90,2539,1821.72,-3.44797,31,12
110,90,2561.07,1822.29,-4.07452,31,12
111,89,2571.36,1802.9,-3.44797,31,12
110,91,2549.44,1839.19,-4.38124,31,12
